"ligand","receptor","LR pair"
"Nrg1","Neto2","Nrg1 - Neto2"
"Ngf","Ntrk3","Ngf - Ntrk3"
"Ngf","Sorcs2","Ngf - Sorcs2"
"Ngf","Trpv1","Ngf - Trpv1"
"Ttr","Ngfr","Ttr - Ngfr"
"Reln","Notch1","Reln - Notch1"
"Thbs4","Notch1","Thbs4 - Notch1"
"Tnf","Notch1","Tnf - Notch1"
"Wnt4","Notch1","Wnt4 - Notch1"
"Wnt5a","Notch1","Wnt5a - Notch1"
"Psen2","Notch2","Psen2 - Notch2"
"Scgb3a1","Notch3","Scgb3a1 - Notch3"
"Nppa","Npr2","Nppa - Npr2"
"Nppc","Npr1","Nppc - Npr1"
"Vegfa","Npr1","Vegfa - Npr1"
"Nps","Pth1r","Nps - Pth1r"
"Nps","Ramp2","Nps - Ramp2"
"Nps","Ramp3","Nps - Ramp3"
"Nps","Tshr","Nps - Tshr"
"Nps","Vipr1","Nps - Vipr1"
"Nptx1","Nptxr","Nptx1 - Nptxr"
"Nptx2","Nptxr","Nptx2 - Nptxr"
"Sema6d","Nrcam","Sema6d - Nrcam"
"Sema3c","Nrp1,Nrp2","Sema3c - Nrp1,Nrp2"
"Ptn","Nrp1","Ptn - Nrp1"
"Sema4a","Nrp1","Sema4a - Nrp1"
"Vegfd","Nrp2","Vegfd - Nrp2"
"Nrtn","Sdc3","Nrtn - Sdc3"
"Ntn1","Robo3","Ntn1 - Robo3"
"Vgf","Ntrk1","Vgf - Ntrk1"
"Ntrk3","Ptprd","Ntrk3 - Ptprd"
"Ntrk3","Ptprf","Ntrk3 - Ptprf"
"Ntrk3","Ptprs","Ntrk3 - Ptprs"
"Pcsk9","Sort1","Pcsk9 - Sort1"
"Pdcd1lg2","Pdcd2","Pdcd1lg2 - Pdcd2"
"Pdgfb","Pdgfra,Pdgfrb","Pdgfb - Pdgfra,Pdgfrb"
"Pdgfd","Pdgfra,Pdgfrb","Pdgfd - Pdgfra,Pdgfrb"
"Plekho2","Pdgfrb","Plekho2 - Pdgfrb"
"Prl8a2","Pgr","Prl8a2 - Pgr"
"Pla2g1b","Pla2r1","Pla2g1b - Pla2r1"
"Pla2g5","Pla2r1","Pla2g5 - Pla2r1"
"Serpine2","Plaur","Serpine2 - Plaur"
"Srpx2","Plaur","Srpx2 - Plaur"
"Slpi","Plscr1","Slpi - Plscr1"
"Slpi","Plscr4","Slpi - Plscr4"
"Serpinf1","Plxdc1","Serpinf1 - Plxdc1"
"Serpinf1","Plxdc2","Serpinf1 - Plxdc2"
"Sema3e","Plxna1","Sema3e - Plxna1"
"Sema6c","Plxna1","Sema6c - Plxna1"
"Sema6d","Plxna1,Trem2","Sema6d - Plxna1,Trem2"
"Slit1","Plxna1","Slit1 - Plxna1"
"Slit2","Plxna1","Slit2 - Plxna1"
"Slit3","Plxna1","Slit3 - Plxna1"
"Sema4d","Plxna2","Sema4d - Plxna2"
"Sema6d","Plxna4","Sema6d - Plxna4"
"Sema3c","Plxnb1","Sema3c - Plxnb1"
"Plxnb1","Sema4d","Plxnb1 - Sema4d"
"Plxnb2","Sema4c","Plxnb2 - Sema4c"
"Plxnb2","Sema4d","Plxnb2 - Sema4d"
"Pomc","Pth1r","Pomc - Pth1r"
"Pomc","Ramp2","Pomc - Ramp2"
"Pomc","Ramp3","Pomc - Ramp3"
"Pomc","Tshr","Pomc - Tshr"
"Pomc","Vipr1","Pomc - Vipr1"
"Postn","Ptk7","Postn - Ptk7"
"Prg4","Tlr2","Prg4 - Tlr2"
"Prg4","Tlr4","Prg4 - Tlr4"
"Prl2a1","Prlr","Prl2a1 - Prlr"
"Prl2b1","Prlr","Prl2b1 - Prlr"
"Prl2c1","Prlr","Prl2c1 - Prlr"
"Prl2c2","Prlr","Prl2c2 - Prlr"
"Prl2c3","Prlr","Prl2c3 - Prlr"
"Prl2c5","Prlr","Prl2c5 - Prlr"
"Prl3a1","Prlr","Prl3a1 - Prlr"
"Prl3c1","Prlr","Prl3c1 - Prlr"
"Prl3d2","Prlr","Prl3d2 - Prlr"
"Prl3d3","Prlr","Prl3d3 - Prlr"
"Prl4a1","Prlr","Prl4a1 - Prlr"
"Prl5a1","Prlr","Prl5a1 - Prlr"
"Prl6a1","Prlr","Prl6a1 - Prlr"
"Prl7a1","Prlr","Prl7a1 - Prlr"
"Prl7a2","Prlr","Prl7a2 - Prlr"
"Prl7b1","Prlr","Prl7b1 - Prlr"
"Prl7c1","Prlr","Prl7c1 - Prlr"
"Prl7d1","Prlr","Prl7d1 - Prlr"
"Prl8a1","Prlr","Prl8a1 - Prlr"
"Prl8a6","Prlr","Prl8a6 - Prlr"
"Prl8a8","Prlr","Prl8a8 - Prlr"
"Prl8a9","Prlr","Prl8a9 - Prlr"
"Ptgs2","Ptger1","Ptgs2 - Ptger1"
"Ptgs2","Ptger2","Ptgs2 - Ptger2"
"Ptgs2","Ptger3","Ptgs2 - Ptger3"
"Ptgs2","Ptger4","Ptgs2 - Ptger4"
"Spp1","Ptger4","Spp1 - Ptger4"
"Rln1","Pth1r","Rln1 - Pth1r"
"Rln3","Pth1r","Rln3 - Pth1r"
"Sct","Pth1r","Sct - Pth1r"
"Tshb","Pth1r","Tshb - Pth1r"
"Vip","Pth1r","Vip - Pth1r"
"Pth2","Ramp1","Pth2 - Ramp1"
"Pth2","Ramp2","Pth2 - Ramp2"
"Pth2","Ramp3","Pth2 - Ramp3"
"Pth2","Tshr","Pth2 - Tshr"
"Pth2","Vipr1","Pth2 - Vipr1"
"Pth","Ramp1","Pth - Ramp1"
"Pth","Ramp2","Pth - Ramp2"
"Pth","Ramp3","Pth - Ramp3"
"Pth","Tshr","Pth - Tshr"
"Pth","Vipr1","Pth - Vipr1"
"Pthlh","Ramp2","Pthlh - Ramp2"
"Pthlh","Ramp3","Pthlh - Ramp3"
"Pthlh","Tshr","Pthlh - Tshr"
"Pthlh","Vipr1","Pthlh - Vipr1"
"Wnt3a","Ptk7","Wnt3a - Ptk7"
"Wnt8a","Ptk7","Wnt8a - Ptk7"
"Wnt8b","Ptk7","Wnt8b - Ptk7"
"Ptpn11","Ros1","Ptpn11 - Ros1"
"Ptpn6","Ros1","Ptpn6 - Ros1"
"Sptan1","Ptpra","Sptan1 - Ptpra"
"Sptbn2","Ptpra","Sptbn2 - Ptpra"
"Vegfa","Ptprb","Vegfa - Ptprb"
"Slitrk1","Ptprd","Slitrk1 - Ptprd"
"Slitrk2","Ptprd","Slitrk2 - Ptprd"
"Slitrk3","Ptprd","Slitrk3 - Ptprd"
"Slitrk5","Ptprd","Slitrk5 - Ptprd"
"Sdc2","Ptprj","Sdc2 - Ptprj"
"Thbs1","Ptprj","Thbs1 - Ptprj"
"Ptprk","Ptprk","Ptprk - Ptprk"
"Wnt5a","Ptprk","Wnt5a - Ptprk"
"Slitrk1","Ptprs","Slitrk1 - Ptprs"
"Slitrk2","Ptprs","Slitrk2 - Ptprs"
"Slitrk3","Ptprs","Slitrk3 - Ptprs"
"Slitrk6","Ptprs","Slitrk6 - Ptprs"
"Tnf","Ptprs","Tnf - Ptprs"
"Vegfa","Ptprz1","Vegfa - Ptprz1"
"Shh","Pvr","Shh - Pvr"
"Tnfsf9","Pvr","Tnfsf9 - Pvr"
"Vip","Ramp1","Vip - Ramp1"
"Rln1","Ramp2","Rln1 - Ramp2"
"Rln3","Ramp2","Rln3 - Ramp2"
"Sct","Ramp2","Sct - Ramp2"
"Tshb","Ramp2","Tshb - Ramp2"
"Vip","Ramp2","Vip - Ramp2"
"Rln1","Ramp3","Rln1 - Ramp3"
"Rln3","Ramp3","Rln3 - Ramp3"
"Sct","Ramp3","Sct - Ramp3"
"Tshb","Ramp3","Tshb - Ramp3"
"Vip","Ramp3","Vip - Ramp3"
"Wnt7a","Reck","Wnt7a - Reck"
"Shank3","Ret","Shank3 - Ret"
"Tnf","Rhbdf2","Tnf - Rhbdf2"
"Rps27a","Ripk1","Rps27a - Ripk1"
"Tnf","Ripk1","Tnf - Ripk1"
"Tnfsf10","Ripk1","Tnfsf10 - Ripk1"
"Rln1","Tshr","Rln1 - Tshr"
"Rln1","Vipr1","Rln1 - Vipr1"
"Rln3","Tshr","Rln3 - Tshr"
"Rln3","Vipr1","Rln3 - Vipr1"
"Rspo2","Rnf43","Rspo2 - Rnf43"
"Robo1","Robo1","Robo1 - Robo1"
"Slit3","Robo1","Slit3 - Robo1"
"Robo2","Robo2","Robo2 - Robo2"
"Slit1","Robo2","Slit1 - Robo2"
"Slit2","Robo3","Slit2 - Robo3"
"Slit3","Robo3","Slit3 - Robo3"
"Slit3","Robo4","Slit3 - Robo4"
"Wnt3","Ror1","Wnt3 - Ror1"
"Wnt1","Ror2","Wnt1 - Ror2"
"Wnt3","Ror2","Wnt3 - Ror2"
"Rps27a","Tgfbr1","Rps27a - Tgfbr1"
"Rps27a","Tgfbr2","Rps27a - Tgfbr2"
"Rps27a","Tlr4","Rps27a - Tlr4"
"Rspo2","Znrf3","Rspo2 - Znrf3"
"Rtn2","Rtn4r","Rtn2 - Rtn4r"
"Rtn3","Rtn4r","Rtn3 - Rtn4r"
"Rtn4","Rtn4rl2","Rtn4 - Rtn4rl2"
"Rtn4","S1pr2","Rtn4 - S1pr2"
"Tgs1","Rxra","Tgs1 - Rxra"
"Wnt11","Ryk","Wnt11 - Ryk"
"S100a1","Ryr1","S100a1 - Ryr1"
"S100a1","Ryr2","S100a1 - Ryr2"
"S100a10","Trpv5","S100a10 - Trpv5"
"S100a10","Trpv6","S100a10 - Trpv6"
"S100a1","Tlr4","S100a1 - Tlr4"
"Thbs1","Scarb2","Thbs1 - Scarb2"
"Sct","Tshr","Sct - Tshr"
"Vegfa","Sdc2","Vegfa - Sdc2"
"Sele","Selplg","Sele - Selplg"
"Sell","Selplg","Sell - Selplg"
"Selp","Selplg","Selp - Selplg"
"Selplg","Vsir","Selplg - Vsir"
"Tnf","Sema4c","Tnf - Sema4c"
"Serpine1","Vldlr","Serpine1 - Vldlr"
"Sftpa1","Sirpa","Sftpa1 - Sirpa"
"Sftpd","Sirpa","Sftpd - Sirpa"
"Thpo","Sirpa","Thpo - Sirpa"
"Wnt4","Smo","Wnt4 - Smo"
"Vwf","Stab2","Vwf - Stab2"
"Txlna","Stx1a","Txlna - Stx1a"
"Txlna","Stx3","Txlna - Stx3"
"Txlna","Stx4a","Txlna - Stx4a"
"Tdgf1","Tgfbr1","Tdgf1 - Tgfbr1"
"Tnfsf13b","Tfrc","Tnfsf13b - Tfrc"
"Tgfb1","Vasn","Tgfb1 - Vasn"
"Thbs1","Vldlr","Thbs1 - Vldlr"
"Tnc","Tlr4","Tnc - Tlr4"
"Tnfsf9","Tmem126a","Tnfsf9 - Tmem126a"
"Tnf","Tradd","Tnf - Tradd"
"Tnf","Vsir","Tnf - Vsir"
"Tnfrsf11b","Tnfsf10","Tnfrsf11b - Tnfsf10"
"Tnfrsf11b","Tnfsf11","Tnfrsf11b - Tnfsf11"
"Tnfsf9","Traf1","Tnfsf9 - Traf1"
"Tshb","Vipr1","Tshb - Vipr1"
"Vip","Tshr","Vip - Tshr"
"Zp3","Zp3r","Zp3 - Zp3r"
"Adam10","Tspan12","Adam10 - Tspan12"
"Adam10","Met","Adam10 - Met"
"Adam10","Cd44","Adam10 - Cd44"
"Adam10","Notch2","Adam10 - Notch2"
"Adam10","Nrcam","Adam10 - Nrcam"
"Adam10","Trem2","Adam10 - Trem2"
"Tnfsf12","Tnfrsf8","Tnfsf12 - Tnfrsf8"
"Sema7a","Itga1,Itgb1","Sema7a - Itga1,Itgb1"
"H2-K1","Cd3d","H2-K1 - Cd3d"
"H2-K1","Cd3g","H2-K1 - Cd3g"
"App","Rpsa","App - Rpsa"
"App","Ptger2","App - Ptger2"
"App","Aplp1","App - Aplp1"
"App","Aplp2","App - Aplp2"
"App","Ager","App - Ager"
"Itgb2","Thy1","Itgb2 - Thy1"
"Itgav","Thy1","Itgav - Thy1"
"Anxa2","Tlr2","Anxa2 - Tlr2"
"Anxa2","Robo4","Anxa2 - Robo4"
"Cd14","Tlr1","Cd14 - Tlr1"
"Cd48","Cd244","Cd48 - Cd244"
"Tgfb3","Acvr1,Tgfbr2","Tgfb3 - Acvr1,Tgfbr2"
"St6gal1","Egfr","St6gal1 - Egfr"
"Spn","Siglec1","Spn - Siglec1"
"H2-M3","Cd4","H2-M3 - Cd4"
"Vcam1","Itgad,Itgb2","Vcam1 - Itgad,Itgb2"
"Vcam1","Itga4,Itgb1","Vcam1 - Itga4,Itgb1"
"Vcam1","Itga9,Itgb1","Vcam1 - Itga9,Itgb1"
"Vcam1","Itga4,Itgb7","Vcam1 - Itga4,Itgb7"
"Efna1","Epha10","Efna1 - Epha10"
"Mrc1","Ptprc","Mrc1 - Ptprc"
"L1cam","Itga5,Itgb1","L1cam - Itga5,Itgb1"
"Gdf5","Acvr2a,Bmpr1b","Gdf5 - Acvr2a,Bmpr1b"
"Gdf5","Acvr2b,Bmpr1b","Gdf5 - Acvr2b,Bmpr1b"
"Gdf5","Acvr2a,Bmpr1a","Gdf5 - Acvr2a,Bmpr1a"
"Gdf5","Acvr2b,Bmpr1a","Gdf5 - Acvr2b,Bmpr1a"
"Efna4","Epha10","Efna4 - Epha10"
"Efna5","Epha10","Efna5 - Epha10"
"Jam2","Itga4,Itgb1","Jam2 - Itga4,Itgb1"
"Jag1","Cd46","Jag1 - Cd46"
"Adam17","Met","Adam17 - Met"
"Adam17","Il6ra","Adam17 - Il6ra"
"Cd47","Sirpa","Cd47 - Sirpa"
"Dsg2","Dsc1","Dsg2 - Dsc1"
"Col13a1","Itga10,Itgb1","Col13a1 - Itga10,Itgb1"
"Col13a1","Itga2,Itgb1","Col13a1 - Itga2,Itgb1"
"Col13a1","Itga1,Itgb1","Col13a1 - Itga1,Itgb1"
"Col13a1","Itga11,Itgb1","Col13a1 - Itga11,Itgb1"
"Pdpn","Clec1b","Pdpn - Clec1b"
"Cd177","Pecam1","Cd177 - Pecam1"
"Sema6d","Kdr,Plxna1","Sema6d - Kdr,Plxna1"
"Cd200r1","Cd200","Cd200r1 - Cd200"
"Sectm1a","Cd7","Sectm1a - Cd7"
"Clec1b","Pdpn","Clec1b - Pdpn"
"Fras1,Frem1,Npnt","Itga8,Itgb1","Fras1,Frem1,Npnt - Itga8,Itgb1"
"Fras1,Frem2,Npnt","Itga8,Itgb1","Fras1,Frem2,Npnt - Itga8,Itgb1"
"Vwf","Scara5","Vwf - Scara5"
"Hspg2","Fgfr1","Hspg2 - Fgfr1"
"Csf1,Il34","Csf1r","Csf1,Il34 - Csf1r"
"Ebi3,Il12a","Il12rb2,Il6st","Ebi3,Il12a - Il12rb2,Il6st"
"Il12a,Il27","Il12rb2,Il27ra","Il12a,Il27 - Il12rb2,Il27ra"
"Ccl21b","Adra2a","Ccl21b - Adra2a"
"Ccl21b","Ccr10","Ccl21b - Ccr10"
"Ccl21b","Mtnr1a","Ccl21b - Mtnr1a"
"Ccl21b","Grm7","Ccl21b - Grm7"
"Mstn","Acvr2a,Tgfbr1","Mstn - Acvr2a,Tgfbr1"
"Mstn","Acvr2b,Tgfbr1","Mstn - Acvr2b,Tgfbr1"
"Ccl25","Adra2a","Ccl25 - Adra2a"
"Ccl25","Mtnr1a","Ccl25 - Mtnr1a"
"Ccl25","Grm7","Ccl25 - Grm7"
"Gdf9","Bmpr2,Tgfbr1","Gdf9 - Bmpr2,Tgfbr1"
"Pspn","Gfra2","Pspn - Gfra2"
"Pglyrp1","Trem1","Pglyrp1 - Trem1"
"Lrig2","Egfr","Lrig2 - Egfr"
"Sema3d","Plxnd1","Sema3d - Plxnd1"
"Gdf11","Acvr2a,Tgfbr1","Gdf11 - Acvr2a,Tgfbr1"
"Gdf11","Acvr2b,Tgfbr1","Gdf11 - Acvr2b,Tgfbr1"
"Gdf11","Bmpr1b","Gdf11 - Bmpr1b"
"Gdf11","Bmpr1a","Gdf11 - Bmpr1a"
"Gdf11","Bmpr2","Gdf11 - Bmpr2"
"Bmp10","Acvr2a,Acvrl1","Bmp10 - Acvr2a,Acvrl1"
"Bmp10","Acvr2b,Acvrl1","Bmp10 - Acvr2b,Acvrl1"
"Il33","Il1rap,Il1rl1","Il33 - Il1rap,Il1rl1"
"Hp","Tlr4","Hp - Tlr4"
"Hp","Cd22","Hp - Cd22"
"Plg","F2rl2","Plg - F2rl2"
"Egf","Axl","Egf - Axl"
"Tgfb1","Acvr1,Tgfbr2","Tgfb1 - Acvr1,Tgfbr2"
"Avp","Gpr84","Avp - Gpr84"
"Pomc","Gpr84","Pomc - Gpr84"
"Cga","Gpr84","Cga - Gpr84"
"Tshb","Gpr84","Tshb - Gpr84"
"Fshb","Gpr84","Fshb - Gpr84"
"Lhb","Ramp2","Lhb - Ramp2"
"Lhb","Ramp3","Lhb - Ramp3"
"Lhb","Adrb2","Lhb - Adrb2"
"Lhb","Adrb3","Lhb - Adrb3"
"Lhb","Tshr","Lhb - Tshr"
"Lhb","Vipr1","Lhb - Vipr1"
"Lhb","Adcyap1r1","Lhb - Adcyap1r1"
"Lhb","Pth1r","Lhb - Pth1r"
"Lhb","Gpr20","Lhb - Gpr20"
"Lhb","Gpr84","Lhb - Gpr84"
"Tg","Tpo","Tg - Tpo"
"Pth","Gpr84","Pth - Gpr84"
"Vip","Gpr84","Vip - Gpr84"
"Ghrh","Gpr84","Ghrh - Gpr84"
"Ppy","Adra2a","Ppy - Adra2a"
"Ppy","Mtnr1a","Ppy - Mtnr1a"
"Ppy","Grm7","Ppy - Grm7"
"Il1b","Sigirr","Il1b - Sigirr"
"Apoe","Lrp4","Apoe - Lrp4"
"Apoe","Sdc2","Apoe - Sdc2"
"Apoe","Lsr","Apoe - Lsr"
"Apoa2","Ldlr","Apoa2 - Ldlr"
"Apoa2","Lrp2","Apoa2 - Lrp2"
"Apoa2","Lrp1","Apoa2 - Lrp1"
"Pf4","Adra2a","Pf4 - Adra2a"
"Pf4","Mtnr1a","Pf4 - Mtnr1a"
"Pf4","Grm7","Pf4 - Grm7"
"Amh","Acvr1,Amhr2","Amh - Acvr1,Amhr2"
"Igf1","Igf2r","Igf1 - Igf2r"
"S100a8","Itgb2","S100a8 - Itgb2"
"S100a8","Cd36","S100a8 - Cd36"
"S100a8","Cd68","S100a8 - Cd68"
"S100a8","Ager","S100a8 - Ager"
"Il4","Il13,Il13ra1,Il4ra","Il4 - Il13,Il13ra1,Il4ra"
"Il4","Il13ra2,Il4ra","Il4 - Il13ra2,Il4ra"
"S100a9","Itgb2","S100a9 - Itgb2"
"S100a9","Cd36","S100a9 - Cd36"
"S100a9","Cd68","S100a9 - Cd68"
"Crh","Gpr84","Crh - Gpr84"
"Gip","Gpr84","Gip - Gpr84"
"Nps","Gpr84","Nps - Gpr84"
"Calca","Ramp3","Calca - Ramp3"
"Calca","Gpr84","Calca - Gpr84"
"Iapp","Gpr84","Iapp - Gpr84"
"Pthlh","Gpr84","Pthlh - Gpr84"
"Bmp2","Acvr2a,Bmpr1b","Bmp2 - Acvr2a,Bmpr1b"
"Bmp2","Acvr2b,Bmpr1b","Bmp2 - Acvr2b,Bmpr1b"
"Bmp2","Acvr2a,Bmpr1a","Bmp2 - Acvr2a,Bmpr1a"
"Bmp2","Acvr2b,Bmpr1a","Bmp2 - Acvr2b,Bmpr1a"
"Bmp2","Gpc1","Bmp2 - Gpc1"
"Bmp4","Acvr2a,Bmpr1b","Bmp4 - Acvr2a,Bmpr1b"
"Bmp4","Acvr2b,Bmpr1b","Bmp4 - Acvr2b,Bmpr1b"
"Bmp4","Acvr2a,Bmpr1a","Bmp4 - Acvr2a,Bmpr1a"
"Bmp4","Acvr2b,Bmpr1a","Bmp4 - Acvr2b,Bmpr1a"
"Bmp4","Lrp6","Bmp4 - Lrp6"
"Il7","Il2rg,Il7r","Il7 - Il2rg,Il7r"
"Bmp1","Bmpr1b","Bmp1 - Bmpr1b"
"Bmp1","Bmpr1a","Bmp1 - Bmpr1a"
"Bmp1","Bmpr2","Bmp1 - Bmpr2"
"Ccl12","Ccr1","Ccl12 - Ccr1"
"Ccl12","Ccr10","Ccl12 - Ccr10"
"Ccl12","Ccr3","Ccl12 - Ccr3"
"Ccl12","Ackr4","Ccl12 - Ackr4"
"Ccl5","Adra2a","Ccl5 - Adra2a"
"Ccl5","Mtnr1a","Ccl5 - Mtnr1a"
"Ccl5","Grm7","Ccl5 - Grm7"
"Osm","Il6st,Lifr","Osm - Il6st,Lifr"
"Osm","Il6st,Osmr","Osm - Il6st,Osmr"
"Col11a2","Itga10,Itgb1","Col11a2 - Itga10,Itgb1"
"Col11a2","Itga2,Itgb1","Col11a2 - Itga2,Itgb1"
"Col11a2","Itga1,Itgb1","Col11a2 - Itga1,Itgb1"
"Col11a2","Itga11,Itgb1","Col11a2 - Itga11,Itgb1"
"Cd59b","Cd2","Cd59b - Cd2"
"Mif","Cd44,Cd74","Mif - Cd44,Cd74"
"Mif","Tnfrsf14","Mif - Tnfrsf14"
"Lif","Il6st,Lifr","Lif - Il6st,Lifr"
"Il9","Il2rg,Il9r","Il9 - Il2rg,Il9r"
"Bmp7","Acvr2a,Bmpr1b","Bmp7 - Acvr2a,Bmpr1b"
"Bmp7","Acvr2b,Bmpr1b","Bmp7 - Acvr2b,Bmpr1b"
"Bmp7","Acvr2a,Bmpr1a","Bmp7 - Acvr2a,Bmpr1a"
"Bmp7","Acvr2b,Bmpr1a","Bmp7 - Acvr2b,Bmpr1a"
"Adcyap1","Gpr84","Adcyap1 - Gpr84"
"Cxcl1","Adra2a","Cxcl1 - Adra2a"
"Cxcl1","Mtnr1a","Cxcl1 - Mtnr1a"
"Cxcl1","Grm7","Cxcl1 - Grm7"
"Cxcl2","Adra2a","Cxcl2 - Adra2a"
"Cxcl2","Mtnr1a","Cxcl2 - Mtnr1a"
"Cxcl2","Grm7","Cxcl2 - Grm7"
"Mdk","Notch2","Mdk - Notch2"
"Bmp5","Acvr2a,Bmpr1b","Bmp5 - Acvr2a,Bmpr1b"
"Bmp5","Acvr2b,Bmpr1b","Bmp5 - Acvr2b,Bmpr1b"
"Bmp5","Acvr2a,Bmpr1a","Bmp5 - Acvr2a,Bmpr1a"
"Bmp5","Acvr2b,Bmpr1a","Bmp5 - Acvr2b,Bmpr1a"
"Bmp6","Acvr2a,Bmpr1b","Bmp6 - Acvr2a,Bmpr1b"
"Bmp6","Acvr2b,Bmpr1b","Bmp6 - Acvr2b,Bmpr1b"
"Bmp6","Acvr2a,Bmpr1a","Bmp6 - Acvr2a,Bmpr1a"
"Bmp6","Acvr2b,Bmpr1a","Bmp6 - Acvr2b,Bmpr1a"
"Fgfr4","Tnfrsf10b","Fgfr4 - Tnfrsf10b"
"Col8a2","Itga10,Itgb1","Col8a2 - Itga10,Itgb1"
"Col8a2","Itga2,Itgb1","Col8a2 - Itga2,Itgb1"
"Col8a2","Itga1,Itgb1","Col8a2 - Itga1,Itgb1"
"Col8a2","Itga11,Itgb1","Col8a2 - Itga11,Itgb1"
"S100a4","Ccr5","S100a4 - Ccr5"
"Grn","Cd209a","Grn - Cd209a"
"Il13","Il13,Il13ra1,Il4ra","Il13 - Il13,Il13ra1,Il4ra"
"Il13","Il13ra2,Il4ra","Il13 - Il13ra2,Il4ra"
"Adm","Gpr84","Adm - Gpr84"
"Col15a1","Itga10,Itgb1","Col15a1 - Itga10,Itgb1"
"Col15a1","Itga2,Itgb1","Col15a1 - Itga2,Itgb1"
"Col15a1","Itga1,Itgb1","Col15a1 - Itga1,Itgb1"
"Col15a1","Itga11,Itgb1","Col15a1 - Itga11,Itgb1"
"Wnt5a","Ptk7","Wnt5a - Ptk7"
"Insl3","Ramp2","Insl3 - Ramp2"
"Insl3","Ramp3","Insl3 - Ramp3"
"Insl3","Adrb2","Insl3 - Adrb2"
"Insl3","Adrb3","Insl3 - Adrb3"
"Insl3","Tshr","Insl3 - Tshr"
"Insl3","Vipr1","Insl3 - Vipr1"
"Insl3","Adcyap1r1","Insl3 - Adcyap1r1"
"Insl3","Pth1r","Insl3 - Pth1r"
"Insl3","Gpr20","Insl3 - Gpr20"
"Insl3","Gpr84","Insl3 - Gpr84"
"Wnt3a","Lgr5","Wnt3a - Lgr5"
"Wnt3a","Ror1","Wnt3a - Ror1"
"Il2","Il20ra,Il20rb,Il2rg","Il2 - Il20ra,Il20rb,Il2rg"
"Tgfb2","Acvr1,Tgfbr2","Tgfb2 - Acvr1,Tgfbr2"
"Ybx1","Notch1","Ybx1 - Notch1"
"Col10a1","Itga10,Itgb1","Col10a1 - Itga10,Itgb1"
"Col10a1","Itga2,Itgb1","Col10a1 - Itga2,Itgb1"
"Col10a1","Itga1,Itgb1","Col10a1 - Itga1,Itgb1"
"Col10a1","Itga11,Itgb1","Col10a1 - Itga11,Itgb1"
"Col16a1","Itga10,Itgb1","Col16a1 - Itga10,Itgb1"
"Col16a1","Itga2,Itgb1","Col16a1 - Itga2,Itgb1"
"Col16a1","Itga1,Itgb1","Col16a1 - Itga1,Itgb1"
"Col16a1","Itga11,Itgb1","Col16a1 - Itga11,Itgb1"
"Tff3","Ackr3","Tff3 - Ackr3"
"Tff3","Cxcr4","Tff3 - Cxcr4"
"Il24","Il20rb,Il22ra1","Il24 - Il20rb,Il22ra1"
"Il24","Il10rb","Il24 - Il10rb"
"Col19a1","Itga10,Itgb1","Col19a1 - Itga10,Itgb1"
"Col19a1","Itga2,Itgb1","Col19a1 - Itga2,Itgb1"
"Col19a1","Itga1,Itgb1","Col19a1 - Itga1,Itgb1"
"Col19a1","Itga11,Itgb1","Col19a1 - Itga11,Itgb1"
"Ctf1","Il6st,Lifr","Ctf1 - Il6st,Lifr"
"Col24a1","Itga10,Itgb1","Col24a1 - Itga10,Itgb1"
"Col24a1","Itga2,Itgb1","Col24a1 - Itga2,Itgb1"
"Col24a1","Itga1,Itgb1","Col24a1 - Itga1,Itgb1"
"Col24a1","Itga11,Itgb1","Col24a1 - Itga11,Itgb1"
"Col28a1","Itga10,Itgb1","Col28a1 - Itga10,Itgb1"
"Col28a1","Itga2,Itgb1","Col28a1 - Itga2,Itgb1"
"Col28a1","Itga1,Itgb1","Col28a1 - Itga1,Itgb1"
"Col28a1","Itga11,Itgb1","Col28a1 - Itga11,Itgb1"
"Gdf6","Acvr2a,Bmpr1b","Gdf6 - Acvr2a,Bmpr1b"
"Gdf6","Acvr2b,Bmpr1b","Gdf6 - Acvr2b,Bmpr1b"
"Gdf6","Acvr2a,Bmpr1a","Gdf6 - Acvr2a,Bmpr1a"
"Gdf6","Acvr2b,Bmpr1a","Gdf6 - Acvr2b,Bmpr1a"
"Adm2","Gpr84","Adm2 - Gpr84"
"Gdf7","Acvr2a,Bmpr1b","Gdf7 - Acvr2a,Bmpr1b"
"Gdf7","Acvr2b,Bmpr1b","Gdf7 - Acvr2b,Bmpr1b"
"Gdf7","Acvr2a,Bmpr1a","Gdf7 - Acvr2a,Bmpr1a"
"Gdf7","Acvr2b,Bmpr1a","Gdf7 - Acvr2b,Bmpr1a"
"Bmp8a","Acvr2a,Bmpr1b","Bmp8a - Acvr2a,Bmpr1b"
"Bmp8a","Acvr2b,Bmpr1b","Bmp8a - Acvr2b,Bmpr1b"
"Bmp8a","Acvr2a,Bmpr1a","Bmp8a - Acvr2a,Bmpr1a"
"Bmp8a","Acvr2b,Bmpr1a","Bmp8a - Acvr2b,Bmpr1a"
"Col27a1","Itga10,Itgb1","Col27a1 - Itga10,Itgb1"
"Col27a1","Itga2,Itgb1","Col27a1 - Itga2,Itgb1"
"Col27a1","Itga1,Itgb1","Col27a1 - Itga1,Itgb1"
"Col27a1","Itga11,Itgb1","Col27a1 - Itga11,Itgb1"
"Col22a1","Itga10,Itgb1","Col22a1 - Itga10,Itgb1"
